Location,Description,Bedrooms,Bathrooms,Living Rooms,Kitchen,Price,Water,Electricity,Garden,Pool
"Westlands, Nairobi, Kenya","A beautiful 3 bedroom apartment for sale along Brookside Gardens. The compound features only 6 apartments and 3 penthouses with a big shared garden.

Apartment Layout:

A small entryway just before the main door.
Guest cloakroom.
A hallway as you enter.
A sunken lounge, leading to a lovely large balcony that has private access to the garden.
A lovely large kitchen with an adjacent pantry and an open dining area.
The kitchen comes with inbuilt high-end Gaggenau applia...read more",3,4,1,?,"ksh 45,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kitisuru, Nairobi, Kenya","Exquisite 2No. 4br. all en suite double storey houses with plinth area of 4,219 sq.ft plus self contained Dsq for 3. Each house is built on half acre piece of land.

The house comprises of large entry porch, lobby with door opening to the terrace and store beneath the stairscase,spacious lounge  with fireplace and door opening to the terrace, Dining area with double volume,kitchen with breakfast area,pantry, laundry /dobbi room, an en suite guest bedroom, visitors cloak roo...read more",4,5,1,?,"ksh 70,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Lavington, Nairobi, Kenya","Located along Argwings Kodhek Road in the exclusive neighborhood of Bernard Estate behind Valley Arcade shopping center in Lavington, Nairobi. Own your dream home situated in a convenient, friendly neighborhood with outstanding schools and amenities, only ten minutes from shopping hubs including Hurlingham, Junction Mall, Lavington Mall, Lavington Curve, and Yaya Centre. Enjoy renowned fine dining restaurants and lifestyle-oriented activities within your reach.

There are m...read more",3,3,1,?,"ksh 26,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Runda, Nairobi, Kenya","his choice property not only has 2 houses built on it, but also boasts tons of mature trees and a central location within Runda. Designed with space in mind the compound has plenty of parking space and separate gardens that give privacy to both homes. Ideally suited for a large joint family, an investor or even a quiet commercial office, this lovely property is full of promise.

Each house opens to a central common living room which branches out to the dining, kitchen and u...read more",4,4,1,?,"ksh 125,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kerarapon Drive, Nairobi, Kenya","This  is  a Charming and very well built 4 bedroom, all en suite house, good finishing in a serene , quiet and secure location on 19th Drive in Kerarapon drive, easily accessible from the new tarmac, only Approximately 3.2 km to the Hub shopping mall and Karen shopping center. The newly tarmac Kerarapon Drive has improved access

 

Features:

Spacious and brightly naturally-lit family house
Good finishes throughout the house with partly wooden flooring
Spacious livin...read more",4,4,1,?,"ksh 33,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Riverside Drive, Westlands, Nairobi","Show House Ready!!!
70% Sold
Are you looking for property that is different? With all the ongoing projects in Nairobi. We gladly present a new development off Riverside Drive for Sale. Has the following features;
– It’s a development that consists of 66 units all 3 and 4 bedroom duplex units both with servant quarter
– The 3 bedroom measures 3100 sqft and 4 bedroom Measures 3400 sqft
– Double Ceiling living room with all wooden flooring
– Modern Kitchen with f...read more",3,3,1,?,"ksh 45,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Westlands, Nairobi, Kenya","Westlands, Executive, fully furnished three bedroom master en suite

Nestled in a quiet cul-de-sac, located on Bohra close, off Muguga Green in Westlands, Nairobi, is this customized and fully furnished three-bedroom apartment, master en suite. Situated on the eighth floor of the lavish Sapphero Apartment building, this property offers prospective home owners a chance to purchase a modern home with high-end, upmarket finishes.

Being located in Brookside, a prime area of ...read more",3,3,1,?,"ksh 52,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","Welcome home to this luxurious bungalow with unparalleled craftsmanship and exceptional amenities conveniently located in the quaint and quiet Sports Road in Westlands. Step inside to find gorgeous 4 bedrooms, a fitted kitchen with pantry, a lounge area with separate dining area, plus more – all pristinely crafted with fine contemporary materials. The home also features a 2 bedroom, 1 self contained servants quarter and an electric perimeter fence to mention a few. Sitting ...read more",4,4,1,?,"ksh 250,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kiambu Road, Kiambu, Kenya","Fourways Junction is a UN security approved gated community. Only 15 minutes from the UN headquarters itself, other nearby social amenities include Ciata mall and Windsor Hotel.

Completed in 2018, these cluster units are based on a South African concept of a gated secure community living. The apartments are designed in courtyards of approx 40 units occupying 1 acre. Each Apartment block has Ground Floor, 1st and 2nd Floors and Attic floor.

This 4-bed unit is in the atti...read more",4,3,1,?,"ksh 14,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
Riverside,"This high-end 3 bedroom apartment in pristine condition is available for sale along Riveriside Grove off Riverside Drive.

The apartment is regularly maintained resulting in the retention of its beauty to date. The available unit is on the fifth floor of one of the only 2 blocks in the compound having a total of 26 units.

Some of the features include:

Large living room and dining area leading to the spacious balcony.
Large, floor-to-ceiling sliding doors leading to t...read more",3,4,1,?,"ksh 47,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Spring Valley, Nairobi, Kenya","A 4 bedroom standalone house for sale & rent on 0.5 acres in Spring Valley.

Features;

 Stonewalled fence
Large terraced garden.
4 covered car parks at the front of the house.
Ground floor;

A living room with large windows and ample natural lighting.
A dining room opening up to a balcony that overlooks the garden.
Brand new fitted kitchen adjoined to a pantry.
Guest cloakroom.
Upstairs;

An en suite guest bedroom.
Large office with toilet and storage room.
...read more",4,5,1,?,"ksh 85,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","This Apartment comes with a DSQ and can boast of nicely finishes for both walls and floors. It is located in a serene environment with adequate water supply and adequate security. It is near Kasuku Centre and has easy access to Nairobi’s Central Business Centre and its enviros.
Features
>Borehole
>Swimming pool
>Spaciousread more",3,3,1,?,"ksh 16,500,000",✅,✅,NO Garden,✅ Swimming Pool
"Karen, Nairobi, Kenya","Ultra Modern Minimalist design is what you can use to describe this house. Located in Karen opposite Karen view estate. It has boasted of the following features;

– There two townhouses sharing a total of a 1-acre plot
– It Consists of 4 bedrooms and 5 bedroom houses
– Double volume lounge with wall to ceiling windows, modern fireplace, and fantastic view from the lounge
– Formal Dining with wrap-around windows and a balcony
– Modern Gourmet Kitchen with a Sca...read more",5,5,1,?,"ksh 70,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Riverside Drive, Nairobi, Kenya","Situated in a serene and quiet Riverside Drive, these spacious and serene 44 apartments of three (3) bedrooms each, with a DSQ off Riverside Drive which accommodates the whole family adequately.

All bedrooms are designed to be contemporary and functional whilst respecting the elegance and proportions of the room in which they are situated.

Some of the features include;

Spacious lounge with dining and balcony
All bedrooms en-suite
All bedrooms with built in wardrobe...read more",3,3,1,?,"ksh 35,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","This captivating 4-bedroom townhouse located in the upscale location of Kileleshwa is now available for sale /rent. The exterior is aesthetically appealing with a sleek-designed patio. This architectural masterpiece has the following features;
-An open sweep of dramatic living area spreads out to the dining space.
-Large French windows and doors for naturally well-lit rooms.
-A contemporary open plan kitchen with a minimalistic design fitted with an inbuilt cooktop, an ove...read more",4,4,1,?,"ksh 55,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kilimani, Nairobi, Kenya","New concept of urban living with luxurious apartments made with quality and style making this an architectural icon in the area as the following features. Located in Kilimani . Has the following Features;
– 3 Bedroom All en suite apartment with a staff quarters measuring 2158 Sq ft
– Lounge area with wooden floor finish, large wrap around windows allowing maximum lighting and access to balcony
– Separate dinning area
– Modern fitted kitchen with Trendy cabinetry a...read more",3,3,1,?,"ksh 25,900,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kilimani, Nairobi, Kenya","This is a brand new development in Nairobi’s upmarket Kilimani area comprising a total of 146 private apartments divided across 14 floors, along with 3 pent suites on the terrace floor. The apartment block has 3 lifts.

Each apartment features an elegantly designed open plan American kitchen and lounge. The apartments also offer floor to ceiling windows that provide natural light and ventilation. The building is fitted with high quality finishes sourced from various reput...read more",1,1,1,?,"ksh 10,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Thigiri Ridge Road, Nairobi, Kenya","Set on a Multi level garden is this Standalone 5 bedroom Spanish Villa with a 1 acre Plot!. Located in the affluent suburb Thigiri Ridge off Thigiri ridge road. It boasts of the following features

– Carefully tucked the property has lush Garden with palm trees and endless green views from each angle
– The living room area has a double volume ceiling , wrap round windows a fireplace. Access to the patio and Outdoor terrace leading to the front garden
– Separate Form...read more",5,5,1,?,"ksh 135,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Parklands, Nairobi, Kenya","A stunning development of 54 apartments and 6 penthouses, these lavishly finished apartments at Haveli Towers are located on 2nd Parklands.

Driven by design, the meticulous planning infuses spice into the space. These smartly calibrated apartments fit seamlessly into your individual lifestyle. The upscale class reflects in the quality of materials utilised to create the ambiance one needs of their dream home.

From glorious living to luxurious features the project has ev...read more",4,4,1,?,"ksh 58,440,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Spring Valley, Nairobi, Kenya","This is an amazing four bedroom maisonette with DSQ in the beautiful Little Berry estate.

Location is very ideal for upscale living with ""gated community"" targeting the discerning upper echelons of the business and professional community. The property is strategically located only 15 minutes drive to Nairobi CBD. The property has ample parking and reliable security. The neighborhood is peaceful and up and coming. read more",4,3,1,?,"ksh 55,000,000",✅,✅,NO Garden,NO Swimming Pool
"Brookside Drive, Westlands, Nairobi","Nestled in the heart of Brookside is this elegant and beautifully designed home, which compromises of 4 bedrooms.

Own your dream home situated in a convenient, friendly neighborhood with outstanding schools and amenities, only ten minutes from shopping hubs including Westgate mall, Sarit center Mall. Enjoy renowned fine dining restaurants and lifestyle-oriented activities within your reach.

Ground floor:

Sunken living room
Separate dining area
Guest bedroom
Common...read more",4,4,1,?,"ksh 50,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Parklands, Nairobi, Kenya","An opulent 5 bedroom duplex penthouse for sale in Parklands with its own private rooftop terrace. The compound is low density with only 10 apartments and 2 penthouses.

Duplex features:

Downstairs

A grilled entrance to a wide wooden main door.
An open formal dining area and a large living room.
A colossal kitchen with a breakfast area.
The kitchen comes equipped with Zigmund & Shtain appliances.
An adjacent large pantry.
A dhobi area with provision for a washing ...read more",5,5,1,?,"ksh 47,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Parklands, Nairobi, Kenya","A spacious 3 bedroom apartment for sale in Parklands with very close access to Limuru Road in a compound of only 16 units divided between 2 blocks on a plot of 1/2 acre.

Features:

2nd floor unit with a lot of natural light coming in.
A grilled door at the entrance leading to the block.
A grilled access to the apartment’s main entrance.
Spacious separate living/dining areas.
Large kitchen with lots of cabinet space and an adjacent spacious pantry.
Spacious utility...read more",3,3,1,?,"ksh 19,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Muthaiga, Nairobi, Kenya","Set on a substantial 1.56 acre garden-is a charming 4 bedroom double storey traditional house located along Limuru Road in Muthaiga.

This is a double storey and well-proportioned house with accommodation spread over 2 floors. Entry into the house is across an entrance foyer which leads to a spacious living room; both are fitted with fireplace. This floor also includes a dining room as well as a modern kitchen with an island, pantry and laundry area. Both the living and din...read more",4,4,1,?,"ksh 140,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kilimani, Nairobi, Kenya","This is a modern eight story building located along Rose Avenue linking both Argwings Kodhek Road and Ngong Road, very near all the new commercial buildings, hotels, restaurants and shopping centers that make up Kilimani’s hub e.g Yaya Centre, Prestige Mall and Junction Mall.
Some of the salient features include;

Spacious lounge and dining area with balcony.
Fully fitted kitchen with balcony and pantry.
Gypsum ceilings with concealed LED lighting.
All bedrooms are en...read more",3,3,1,?,"ksh 33,500,000",✅,✅,NO Garden,✅ Swimming Pool
"Pangani, Nairobi, Kenya","This magnificent 5 bedrooms home in an executive community located in Pangani on 1/8 acre plot. There's only 1 unit in the compound providing the much need privacy. This is a tranquil quiet neighborhood nestled within the area, which is easily located close to a number of facilities. 

Each house sits on 1/8 of an acre and boasts a secondary exit. It's laid out over two floors. The ground floor comprises of a sitting room, spacious dining, it also features a guest bedroom a...read more",5,4,1,?,"ksh 75,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Parklands, Nairobi, Kenya","A cozy 4 bedroom house for sale in a gated community of 11 houses. It is located in a very friendly neighbourhood, close to major amenities; such as hospitals, banks, schools, and eateries.

Features:
1st level

A grilled entrance.
Living room plus separate dining room with extra storage for cutlery.
A serving hatch between kitchen and dining.
Enclosed large kitchen with inbuilt pantry cupboards.
An exhaust fan in the kitchen.
Utility area with a separate exit and a...read more",4,3,1,?,"ksh 26,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","This apartment is ideally located in Nairobi’s prime Westlands area, along Mvuli Road just off one of Nairobi transport’s primary artery – Waiyaki Way.

Featuring a total of 30 apartments, there are twelve 3-bedroom apartments and eighteen 2-bedroom apartments, and the project combines tasteful design and modern conveniences. The development is well positioned offering easy access to major schools, shopping centers and health facilities.

The project offers a portfo...read more",3,3,1,?,"ksh 24,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kahawa Wendani, Kenya","Unity Court apartments is are a unique development comprising of 35 units of one and Two bedroom apartments, with four floors. The apartment is I ideally located in Kahawa Wendani few minutes’ drive from Thika road and 20 minutes’ drive from the Nairobi CBD Social recreational and shopping amenities are available, TRM, Kenyatta University, Garden city. The block of apartment boasts of:

Razor wire boundary wall
24hr CCTV security system,
Borehole for ample fresh water...read more",2,1,1,?,"ksh 75,000,000",✅,✅,NO Garden,NO Swimming Pool
"Lavington, Nairobi, Kenya","This development that encapsulates your desire for a spacious yet practical living in Lavington . It boasts of these unique features;
– Th development consists of 3 bedroom and 3 bedroom duplex units
– The apartment total plinth of 2,800 sq ft
– Large living room space with a balcony
– Formal Dinning Room
– Modern Kitchen
– All en suite Bedroom with inbuilt cabinetry , modern bathroom vanities and finish .
– Massive master bedroom with wall to wall wardro...read more",3,3,1,?,"ksh 28,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Parklands, Nairobi, Kenya","A stunning development of 54 apartments and 6 penthouses, these lavishly finished apartments at Haveli Towers are located on 2nd Parklands.

Driven by design, the meticulous planning infuses spice into the space. These smartly calibrated apartments fit seamlessly into your individual lifestyle. The upscale class reflects in the quality of materials utilised to create the ambiance one needs of their dream home.

From glorious living to luxurious features the project has ev...read more",3,3,1,?,"ksh 56,964,200",✅,✅,✅ A Garden ,✅ Swimming Pool
"Lavington, Nairobi, Kenya","They comprise of 16 units on 3/4 of an acre.

The Villas are 5 bedroom all ensuite,with a master bedroom fitted with a jacuzzie and a spacious balcony.The property has a family room,study room and DSQ.

The property is sitting on a plinth ara of 405 sqm

Asking Price: Ksh 73 million O.N.O

Rental Price: Ksh 300,000read more",5,5,1,?,"ksh 73,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kilimani, Nairobi, Kenya","3 Bedroom duplex Apartment located in Kilimani walking distance to Yaya Centre for rent. It has the following features;
– Lounge area
– Dining area
– Balcony
– Modern Open Plan Kitchen
– Spacious rooms with inbuilt wardrobes
– Master En Suite

For Sale 19Mread more",3,3,1,?,"ksh 19,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","Vasudev apartment is the most spacious, luxurious and prestigious community in Nairobi. Located in the exclusive serene leafy suburb of Kileleshwa, off Siaya road , this amazing development is all you ever wanted in an apartment.

Plinth area of 35 sqm
2 large 4 bedroom apartment all en suite with spacious master bedroom, jacuzzi , in -built wardrobe flooring to roofing, balcony and self-contained DSQ. 
A King & Queen master bedroom
Common Gym
Swimming Pool
TEntertainm...read more",4,4,1,?,"ksh 45,000,000",✅,✅,NO Garden,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","Majestic 16No.3 bedroom apartments master en suite and 8No. 1 bedroom master en suite built on approximately 1/2 an acre in a lease period of 99 years from 1996.

Amenities:

solar heaters
24hr. security
3 parkings for 3br. units and 2 parkings for 1br. apartments
Perimeter wall
Well maintained garden
Each unit has underground and overhead water tanks.
Kshs. 395 Millionread more",3,3,1,?,"ksh 395,000,000",✅,✅,NO Garden,NO Swimming Pool
"Karen, Nairobi, Kenya","This Modern 4 Bedroom house in a gated community of 10 house is available for sale .Located in #Karen. It boasts of the following features;

– Property sits on Half acre plot
– Expansive living rooms area with wooden parquet floor and a fire place.
– Separate Formal Dinning area
– Contemporary Kitchen fitted with up to date cabinetry as well as appliances and granite top.
– Family #lounge area
– All rooms are en suite and come with ample wardrobe space
–...read more",4,4,1,?,"ksh 65,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Karen, Nairobi, Kenya","This newly built and fully operational 6,500 Sqft godown is now on sale.  Easily accessible from Bogani Road, the godown is located in Karen along Jacob Chege Drive and is placed on half acre plot.  The facility is also uniquely designed with 12 apartments, each 1bedroom, buillt above the godown.
There is also borehole on site. 
The potential rental income for the apartments is kshs. 600,000/- per month. While for the godown is kshs. 325,000/-
Asking price is KSH 120millio...read more",1,1,1,?,"ksh 120,000,000",✅,✅,NO Garden,NO Swimming Pool
"Siaya Road, Kileleshwa, Nairobi, Kenya","This 2 bedroom apartment all en-suite for sale is conveniently located along Siaya road in Kileleshwa.
Easy access to Westland’s shopping center, hotels, and educational institutions.

Key features;

It’s large windows and balcony offers excellent natural lighting and a scenic view of the surrounding areas.
Gypsum ceiling and recessed lighting.
Fully fitted top kitchen
Well ventilated utility/laundry room.
Master en-suite with a dressing table.
Spectacular wrap ...read more",2,2,1,?,"ksh 17,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Mvuli Road, Westlands, Nairobi","This apartment is ideally located in Nairobi’s prime Westlands area, along Mvuli Road just off one of Nairobi transport’s primary artery – Waiyaki Way.

Featuring a total of 30 apartments, there are twelve 3-bedroom apartments and eighteen 2-bedroom apartments, and the project combines tasteful design and modern conveniences. The development is well positioned offering easy access to major schools, shopping centers and health facilities.

The project offers a portfo...read more",3,3,1,?,"ksh 28,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Loresho, Nairobi, Kenya","This delightful single storey house sits on approximately 0.545 acre garden surrounded by mature trees and a river frontage.

The accommodation comprises 3 bedrooms sharing a bathroom and a master en-suite bedroom. The well-lit sunken lounge with a fireplace and opens onto the veranda. The terrace offers an outdoor entertainment area looking out to the garden. A separate dining area adjoins a spacious study room (or family room). The kitchen was refurbished in the past and ...read more",4,3,1,?,"ksh 64,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kilimani, Nairobi, Kenya","The spectacular 1 & 2 & 3 bedroom penthouse suites is a brand new development in Nairobi’s upmarket
Kilimani area. These will be ideal investment
properties, owing to the highly urbanized surroundings and close proximity to Yaya Center. Has the following features;
– Expansive living room with gypsum ceilings also comes with a balcony
– Floor to ceiling windows making the apartment well lit
– American Open Plan Fitted Kitchen with a breakfast area
– Spacious Ro...read more",1,2,1,?,"ksh 10,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Valley Arcade, Nairobi, Kenya","Beautifully designed and built contemporary and modern 1 and 2 bedroom apartments in walking distance to Valley Arcade in the Lavington area of Nairobi. The Junction Shopping Mall and the newly expanded Ngong Road is close by providing optimal access to downtown Nairobi and Jomo Kenyatta Airport.

Each apartment is has a lovely bright open plan feel designed to benefit from breathtaking views of the green surroundings. Residents enjoy access to the heated pool and fully equ...read more",2,2,1,?,"ksh 14,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
Riverside,"This high-end modern 3-bedroom apartment is set in the eco-friendly suburb of Riverside, surrounded by canopying trees and lush green mature gardens. These apartments are elegantly finished with each of the units enjoying a pristine feel with balconies overlooking the greenery.

This residence has proved to be the popular choice of many executives looking to share service costs and security which is of paramount importance. This apartment provides everything you need to sta...read more",3,3,1,?,"ksh 46,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kilimani, Nairobi, Kenya","The spectacular 1 & 2 & 3 bedroom penthouse suites is a brand new development in Nairobi’s upmarket
Kilimani area. These will be ideal investment
properties, owing to the highly urbanized surroundings and close proximity to Yaya Center. Has the following features;
– Expansive living room with gypsum ceilings also comes with a balcony
– Floor to ceiling windows making the apartment well lit
– American Open Plan Fitted Kitchen with a breakfast area
– Spacious Ro...read more",2,2,1,?,"ksh 14,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kileleshwa, Nairobi, Kenya","This classic 5br, three being en suite, town house with a family room and dsq is perfectly located in Mwingi, Kileleshwa is up for grabs!!


Nestled in the heart of Kileleshwa, Mwingi court is just a stone throw away from estates such as Lavington, kilimani, Riverside and Arboretum. Due to its great location, accessibility in all directions and is within an upmarket area, tenants are guaranteed. Kileleshwa is also perhaps one of the most centrally located areas in the City...read more",5,4,1,?,"ksh 55,000,000",✅,✅,NO Garden,NO Swimming Pool
"Lavington, Nairobi, Kenya","Exclusive 5 bedroom townhouse Located in Lavington area. This property is being offered up for sale. Has the following features;
– Its a multi level homes as the property is spread out on 3 floors
– Sunken lounge with wooden floors and fire place
– Gourmet Kitchen with modern fittings
– Guest bedroom en suite
– Family room
– Study room
– All rooms are not only spacious but come with inbuilt wardrobe space
– Truly Fit for the Master of the home. The Mas...read more",5,5,1,?,"ksh 65,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"brookside, Weslands, Nairobi","About this property
A lovely 2 bedroom apartment for sale in Brookside in a UN approved building with a very close connection to Waiyaki Way. It has lots of big windows bringing in good natural light and breeze.

About the apartment:

 Grilled entrance.
2 bedroom apartment all en-suite.
Guest cloakroom.
Living room with a balcony.
Extra countertop for dining.
Kitchen with an adjacent pantry.
Utility area with provision for a washing machine.
Extras:

1 parking s...read more",2,2,1,?,"ksh 16,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Runda, Nairobi, Kenya","The house has recently been remodeled to include excellent lighting, modern bathrooms and a bespoke kitchen. The ground level has an entrance hall way leading to a generous living room that adjoins the family room and dining room on either side. The dining room opens on to a fitted kitchen with a breakfast area, 2 pantries and adjoins a well laid out laundry room. These living areas all open on to the large terrace that is the ideal for outdoor living area complete with a scr...read more",5,5,1,?,"ksh 130,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","Exclusive 4No. 5 bedroom townhouses all en suite built on 1/2 an acre with a 99 year lease starting from 1993.

Amenities:

Mature garden
Parking for two cars
Guest parkings
10,000 litres water tank reservoir
Perimeter wall with electric fence
Kshs. 290 Millionread more",5,5,1,?,"ksh 290,000,000",✅,✅,NO Garden,NO Swimming Pool
"Westlands, Nairobi, Kenya","A unit up for sale on General Mathenge, with 4,200 square feet of lavish space.

Elegant 4 Bedroom en-suite Apartments on General Mathenge Drive. The property is a residential sanctuary in Westlands.

The building is designed to be a delight to the eyes. Softly curved balconies, glass and steel balustrades, textured walls, solid wooden mahogany flooring, solid wooden doors, and hidden ducting make Casa a pleasant sight to come home to.

Apartment features include:

 S...read more",4,4,1,?,"ksh 62,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Limuru Road, Nairobi, Kenya","Located off Limuru road and just 1.5km from the Nairobi-Nakuru highway in a fast-growing area with rapidly improving transport infrastructure, this facility is perfectly placed for doing business in Nairobi, Rift Valley, Central and Western Kenya. The total built up area is approximately 90,000 square feet.

Full Grano flooring makes the premises ideal for food-related businesses.

The facility consists of 12 large warehouses.

Several standout features of the property ...read more",0,1,0,?,"ksh 650,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Nyari, Nairobi, Kenya","This Classical 6 bedroom house with an exterior stone cladding. This House is located in the serene gated estate of Nyari . It boast of the following features;

– Living room area comes with wooden parquet flooring as well as a fire place.
– Formal Dinning area that has an access to the patio as well as the lush garden.
– Traditional Kitchen cabinetry with a break fast area
– Great Patio Space
– Three rooms on the ground floor with only one en suite with inbui...read more",6,6,1,?,"ksh 90,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Lower Kabete, Nairobi, Kenya","Hill View Property For Sale!
In the market for property to buy? Hill View Estate off Lower Kabete Road is a great suburb to consider. We have a 4 bedroom Classical Bungalow In Hill View Estate available for sale. It has the following features;
– The property sits 0.5 of an acre.
– It has a 4 bedroom Bungalow and 2 bedroom guest wing . Both of which would need renovation

Sale Price : 100Mread more",4,4,1,?,"ksh 100,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Riverside Drive, Nairobi, Kenya","Luxurious Living

Welcome to the oasis of 3 bedroom all en-suite state of the art luxury apartments in twin towers, set on the exclusive, eco friendly River side drive

Once you enter the serenity picturesque compound, you are greeted by calming 5 meter water works, leading to an exquisite embellished double volume foyer before stepping into high speed lifts and enter your luxurious home

Well manicured lawns with alluring rock gardens, enveloped by a tranquil atmospher...read more",3,3,1,?,"ksh 53,000,000",✅,✅,NO Garden,✅ Swimming Pool
"Westlands, Nairobi, Kenya","Presenting a total of 19 units with both 3-bedroom and 4-bedroom duplex apartments situated in Westlands.

All modern conveniences catered for including;

Guest cloakroom
Large living room and lounge
Separate dining area
Borehole
Generator
Lift,
DSQs, combined with spacious all-ensuite bedrooms
A unique star-shaped layout with bright open lobby areas.
A popular development given its convenient and secure location in Nairobi’s Westlands area.

Price: KES 22.30 ...read more",3,2,1,?,"ksh 22,300,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Lavington, Nairobi, Kenya","This beautiful and charming townhouse is located in a serene neighborhood off Gitanga Road, Lavington offering 5 bedrooms, of which 3 are en-suite.

The house is conveniently located within a few minutes drive to the Lavington shopping mall and a number of embassies.

Other features:

Spacious, sunken living and dining area
Enclosed kitchen area
Pantry
1 Guest bedroom with cloakroom
Detached DSQ
Spacious rooms
Wooden flooring
3 car parking spaces
24 hrs security...read more",5,4,1,?,"ksh 54,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","This stunningly Beautiful townhouse has been renovated to give it modern touch. The property is 4 bedroom with a staff Quarters its up for sale/ Rent located off Brookside Drive Westlands . It boasts of the following features;

– Expansive sunken Living room space with a fireplace and numerous windows ensuring a well lit living room space
– Separate Dinning area which open up to a pergola patio
– Open Plan Kitchen comes with all basic appliances, cooker, fridge etc....read more",4,4,1,?,"ksh 60,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Lavington, Nairobi, Kenya","Prime land available in Lake View Estate . This property is ideal for redevelopment. Has the following features

– The property total size is 1 acre
– 3 Bedroom Bungalow is set on the property
– It has a gentle slope and multi level gardens

Sale Price 95Mread more",4,4,1,?,"ksh 38,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Riverside, Nairobi","Approx. 3,587 sqft fully fitted office on 4 levels located within a peaceful compound consisting of only 7 units along Riverside Drive. This is the best unit in the compound as it was built and fitted by a bank for its own use and later purchased by the current owner. The property has been well maintained and in a good state of repair and decoration.

Title: Leasehold Interest held for a term of 50 years from 1st April 2006
Year built: 2005-2006
The entire plot housing al...read more",0,1,0,?,"ksh 65,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Brookside Drive, Westlands, Nairobi","Own a five-bedroom standalone house along Grevillea in Brookside within a secure gated community of 22 units built in ditto. This is recently renovated home being resold by its initial buyer.

It is a two-storey home that measures approximately 4,500 square feet. It is the ideal home for anyone who loves to entertain since there is so much room to host on both floor levels.

This property is Vaastu compliant.

Layout:

Exterior

Double leaf main gate.
Cabro paved d...read more",5,4,1,?,"ksh 72,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Riverside Drive, Nairobi","An opportunity to own a modern, spacious and high-spec luxurious apartment in the lovely suburb of Riverside.

This apartment boasts truly futuristic living for the modern family, with amazing amenities both within the apartment and the whole complex.

The first level features a double-height ceiling living area and a fitted Italian kitchen which is attached to a utility and a staff room. This level also features an en suite guest room, a cloak room and 3 terraces which a...read more",4,4,1,?,"ksh 49,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
